#1.2																								
12618	23																							
NAME	description	Control_12	Control_13	Control_16	Control_20	Control_25	Control_7	Control_35	Control_38	Cyp7a1_2	Cyp7a1_5	Cyp7a1_17	Cyp7a1_19	Cyp7a1_24	Cyp7a1_26	Cyp7a1_28	Cyp8b1_3	Cyp8b1_4	Cyp8b1_6	Cyp8b1_10	Cyp8b1_18	Cyp8b1_27	Cyp8b1_30	Cyp8b1_34
Zfp512b	NA	1022.628753	925.1102996	967.4029231	896.4542793	722.6504834	953.7704632	864.6276516	1088.8419	768.1525703	869.1097244	1043.233574	993.4598775	731.6607593	758.5784936	884.7094964	901.1398721	821.7302557	741.9433085	978.5766822	988.6715694	840.2145597	910.330666	1088.805438
Dnajc5	NA	1696.900192	1551.487065	1693.625062	1525.122916	1564.563564	1671.596098	1576.51351	1689.317475	1444.546301	1546.247421	1678.742759	1791.71743	1592.487142	1448.124793	1575.558346	1375.299857	1602.730387	1624.726972	1861.012497	1712.980958	1698.441285	1605.691681	1802.722776
Tpd52l2	NA	535.7091464	591.6851291	516.3055305	539.7554353	546.7886875	589.4777964	590.9652718	575.9036845	547.0574619	582.8968834	531.4978625	416.5770287	527.4957411	620.5141052	522.5425611	462.3649605	588.5502947	550.4740676	503.0227507	528.724361	553.0794453	550.5855353	502.0240642
Fmr1	NA	171.7391799	167.6762418	168.8265489	175.7343278	166.7654962	186.757633	190.9272417	198.1108675	180.8959978	184.1186264	187.2203821	210.4695459	232.4981228	195.4619431	197.3853857	162.7713381	215.8696583	194.2308165	166.5297161	221.3764601	232.0390776	187.5500529	196.6804234
Pxmp4	NA	2643.417263	2468.888112	2636.016645	2051.279862	2398.391045	2310.26109	2865.72698	2768.944915	2351.647971	2409.248945	3324.201895	2973.836538	2027.48363	2102.767174	2655.890859	2224.541621	2209.609238	2179.803666	2451.592109	3256.168321	2318.271698	2541.248377	2478.607988
Dlg3	NA	493.7501422	457.736867	577.9406198	690.3848592	587.2166865	486.4921057	604.6029319	707.9775962	521.7145443	541.0120774	543.9792213	496.1846808	471.6628585	526.6613468	511.0871593	526.0580929	598.7328257	636.0829109	590.5796117	527.649718	545.6626712	585.6826212	573.7417877
Gnb1l	NA	27.32214226	26.98238374	24.11807842	27.1969793	22.23539949	27.66779748	28.18449758	30.71486317	25.34291756	27.05060387	27.04294408	29.44392612	35.83304402	24.82056421	23.79198845	35.38507351	27.49283384	29.45680629	30.04402094	24.71678923	16.95262668	36.19386985	30.42570086
Smarcb1	NA	406.9047614	388.3535945	378.7431574	427.8294052	413.3762905	397.3403139	404.5839169	382.4000465	422.9645552	352.5304505	365.0797451	396.9477447	354.9971338	386.2700305	380.6718152	370.3637694	378.7901551	370.9716542	406.8818836	382.5729116	370.8387086	364.1322664	387.927686
Hip1r	NA	642.070343	657.2137754	654.7611659	595.1954316	510.4034883	664.7956895	590.0560945	491.4378108	881.7587525	636.9980912	844.5719459	815.705805	580.8286438	757.802851	692.6112193	712.41948	572.258245	684.8707463	610.3228255	690.9954555	575.3297679	769.9423223	746.5163033
Nsun5	NA	207.8434393	198.5132518	229.568376	195.6090434	200.1185954	170.6180845	164.5610988	202.718097	214.9778524	203.3158291	221.5441188	170.120462	164.9986678	175.2952347	185.9299838	261.849544	190.4133306	200.6744929	206.0161436	241.7946773	210.8482943	189.7436207	215.1531704
Top1mt	NA	401.0500167	376.7897158	455.5637034	451.8882715	451.7828896	434.2307105	375.4902419	443.8297729	409.8561496	442.4082633	476.3718611	462.3786916	372.4969925	393.2508142	422.0874988	474.159985	409.3377482	440.011044	456.6691183	423.409346	397.3271877	478.1977956	519.410179
Mmp14	NA	1062.636176	750.6884619	803.9359472	546.0316613	640.7837853	870.7670708	670.9728779	1027.412173	820.5861928	731.2389047	1029.712101	835.3350891	1000.825253	753.9246378	762.2248151	1026.167132	762.6715757	561.5203699	832.6485804	840.370834	857.1671864	1057.299713	993.1818067
Slc7a7	NA	85.86958995	123.3480399	92.00600285	64.85433526	103.0913976	114.5139396	91.82691147	90.60884636	87.38937091	78.53401124	62.40679403	65.43094692	214.9982641	95.40404368	83.71255195	89.64218623	79.42374219	73.64201573	87.55686104	92.41929887	108.0729951	84.45236299	86.93057389
Oxa1l	NA	1176.803699	938.6014915	980.8018556	1127.628603	1001.603677	1021.402857	1069.192553	1139.521424	1081.880412	1113.437759	1238.774861	1249.731086	1024.158398	1027.726487	1194.005346	1144.117377	973.4499684	1004.29299	1103.90317	1148.793378	1041.527001	1150.526348	1200.728552
Heatr6	NA	410.8079246	362.3348674	445.7378196	455.0263845	460.8791894	485.7235558	430.0408824	454.579975	372.2787201	434.5548622	434.7673317	435.115797	444.1630805	470.8150773	416.8003902	467.0829703	442.9401007	434.4878928	427.483498	436.3050621	429.1133628	388.261513	398.7940077
Ilf2	NA	336.6478242	341.134423	341.2261465	375.5275219	343.6379921	318.948221	379.1269513	320.9703202	327.7101409	399.6508572	375.4808774	364.2322712	336.6639485	327.3211905	355.1174572	342.0557106	339.078284	356.2432511	410.315486	383.6475546	346.4693077	323.5512608	322.7297556
Chtop	NA	595.2323848	601.3216948	671.733147	641.2210889	540.7244876	581.7922971	660.9719271	502.1880129	596.8694033	644.8514923	576.2227315	555.0725331	616.6616878	579.4050458	533.997963	658.1623673	680.1930741	691.3144227	583.7124069	602.8747287	613.4731779	615.2957875	649.8060399
Snapin	NA	571.8134058	590.7214726	565.4349495	475.9471378	558.9170872	597.9318456	639.1516709	560.5462529	574.1481669	572.4256819	569.9820521	561.6156278	656.6613649	594.1422558	603.6115588	618.059284	491.8162497	579.0103487	565.6859943	521.2018599	562.6152979	592.2633249	517.2369147
S100a6	NA	38.055841	58.78305029	34.83722438	14.64452732	26.2781994	49.95574546	25.45696556	24.57189054	48.93804771	34.904005	34.32373672	22.90083142	34.99971742	40.33341684	13.21777136	84.92417643	15.27379658	21.17207952	34.33602394	19.34357418	40.26248836	24.12924657	18.47274695
Icam2	NA	67.32956484	55.8920806	49.129419	35.56528062	70.74899838	57.64124476	60.91488187	36.85783581	44.56857916	59.33680849	43.68475582	45.80166285	69.16610823	61.27576789	51.10871593	61.33412742	59.05868009	46.02625983	42.06162932	48.35893546	72.04866338	62.51668429	82.5840452
Mapk7	NA	64.40219246	87.69274715	66.99466227	46.02565728	68.72759842	94.5316414	59.09652718	76.78715794	77.77654011	63.69980912	53.04577493	50.16372597	93.33257978	72.13476473	62.56411777	84.92417643	88.58802014	63.51623857	78.97285505	62.32929459	59.33419337	62.51668429	67.37119477
Epn2	NA	291.7614477	260.1872718	295.6697761	274.0618683	217.300495	309.7256218	259.1155423	337.8634949	228.0862581	226.8760325	286.0311393	208.2885144	264.9978604	263.7184947	237.9198845	259.4905391	213.8331521	209.8797448	272.1129897	255.7650364	244.7535477	265.4217122	278.1778365
Sec24b	NA	667.4409037	618.6675129	662.8005254	822.185605	687.2759842	684.0094378	760.0722573	757.1213773	710.4755855	735.6019053	784.2453783	732.8266055	678.3278566	731.4310015	717.2843925	615.7002791	718.8866921	662.7781416	668.6940662	711.4136727	727.903408	682.1996075	643.2862468
N4bp3	NA	84.89379915	68.41961591	91.11274068	71.13056125	59.63129863	89.15179189	55.45981782	69.10844214	64.66813447	47.12040675	48.88532199	29.44392612	45.83296328	72.91040736	46.70279214	58.97512252	67.20470493	76.40359132	80.68965625	56.95607954	66.75096754	55.93598068	66.28456259
Rmnd5b	NA	278.1003765	293.9152514	293.8832518	236.4045124	287.0387934	306.6514221	252.7513009	241.1116759	274.4026247	245.2006351	279.7904599	269.3573982	259.9979008	259.8402816	274.0484595	318.4656616	259.6545418	256.8265299	309.0242154	219.2271741	273.3611052	277.4863355	276.0045721
Nhp2	NA	413.735297	370.0441198	376.0633709	370.2973336	355.7663918	402.7201634	356.3975178	396.221735	396.7477439	342.9318491	453.4893699	401.3098078	320.830743	385.4943879	371.8599676	356.20974	294.2751473	353.4816755	387.1386699	415.8868449	341.1716119	352.0676431	409.6603295
Vps9d1	NA	580.5955229	564.7027454	501.1200738	494.7758157	582.1631866	624.8310932	483.6823456	586.6538866	525.2101192	575.0434823	692.7154137	655.399985	535.8290071	530.53956	593.9185265	542.5711272	576.3312574	549.5535424	612.8980273	476.0668535	525.531427	605.4247321	646.5461433
Zfp276	NA	579.6197321	534.829392	585.9799793	473.8550624	701.4257839	813.125826	523.6861486	671.1197604	473.6503903	832.4605192	943.3827031	918.2142885	603.3284621	683.3411584	741.9575657	669.9573918	697.5033769	663.6986668	678.9948733	606.0986577	758.6300438	868.6528765	805.1944407
Mfsd10	NA	128.8043849	126.2390096	101.8318866	92.05131456	78.83459819	139.1075373	88.1902021	122.8594527	104.8672451	83.76961199	104.0113234	87.24126256	86.66596693	103.16047	88.9996605	68.41114212	98.77055119	108.6219732	112.4504784	109.613587	107.0134559	94.3234184	88.01720607
Luzp1	NA	351.2846861	347.8800189	337.6530978	287.660358	382.0445912	361.2184671	334.5772616	307.1486317	375.7742949	356.020851	356.7588392	354.4176292	409.9966897	401.0072405	333.969023	339.6967057	287.1473756	316.6606676	351.9442453	343.8857633	367.6600911	340.0030198	328.1629165
Kctd10	NA	432.2753221	470.2644023	383.2094682	349.3765802	361.8305917	432.6936106	379.1269513	426.9365981	473.6503903	420.5932602	431.646992	401.3098078	493.3293502	429.7060179	370.0975981	493.0320243	419.5202793	402.2695109	414.607489	405.1404148	393.0890311	437.61679	369.454939
Poldip2	NA	2344.82528	2215.446436	2302.829858	2215.507775	2154.812351	2161.162403	1940.184446	2231.43481	2104.336051	2114.310103	2337.134436	2398.044205	1944.15097	2158.613444	2279.624967	2097.155357	2092.510131	2014.10913	2221.540749	1973.044567	2033.255662	2134.341537	2387.330886
Ift20	NA	654.7556233	574.339311	636.8959226	680.9705202	645.8372852	650.9617908	592.7836265	618.904493	596.8694033	597.7310856	592.8645433	588.8785223	499.9959631	549.9306258	555.1463972	608.6232644	599.7510789	618.5929321	607.7476237	587.8297266	527.6505053	604.3279481	591.1279025
Col6a1	NA	600.1113388	748.7611488	485.0413548	235.3584747	318.3704927	771.6241298	490.9557643	348.613697	651.0508133	410.1220587	463.8905023	441.6588917	617.4950144	576.3024752	355.998642	783.189627	274.9283384	281.6807102	558.8187896	458.8725653	575.3297679	530.8434245	365.1084104
Pcbp3	NA	16.58844351	34.69163624	22.33155409	17.78264031	28.29959935	35.35329678	23.63861087	18.4289179	23.59513015	27.923204	20.80226468	31.62495768	40.83300365	28.69877737	22.02961893	18.87203921	20.3650621	18.41050393	21.46001496	35.46321934	32.84571419	30.70995018	29.33906869
Lgals9	NA	10325.81819	10745.73432	11444.47484	12811.86933	13201.7631	11230.82013	10134.59982	11897.40225	11602.68678	10479.0549	11735.59762	10535.47297	11354.075	11186.31803	12438.80404	11934.20579	11605.03064	13296.98647	11837.34425	8719.653385	12058.61526	12380.49706	13246.0462
Araf	NA	1580.781088	1491.740358	1572.141408	1657.9697	1515.039265	1561.693458	1561.057495	1673.960043	1631.559555	1692.844242	1682.903212	1748.096799	1513.321115	1545.080122	1606.399813	1674.89348	1618.004184	1576.859662	1630.961137	1661.398094	1615.79723	1624.337008	1516.938514
Cfp	NA	404.9531799	742.9792094	434.1254115	390.1720492	506.3606884	434.9992604	346.396567	419.2578823	369.6570389	589.0050843	486.7729934	342.4219556	899.1594069	368.43025	375.3847066	368.0047645	753.5072977	617.6724069	513.3235578	481.4400686	403.6844228	372.9065379	582.4348451
Uxt	NA	157.102318	142.6211712	147.388257	153.7675368	155.6477964	163.7011351	149.105084	153.5743159	182.6437852	121.2914174	145.6158527	167.9394304	140.8321963	132.63489	159.4944411	125.0272597	140.5189285	149.1250819	140.7776981	132.1810903	153.6331793	153.5497509	134.7423895
Cnnm3	NA	359.0910125	389.3172511	391.2488276	518.834682	404.2799907	386.5806148	433.6775918	433.0795708	478.8937526	439.790463	392.1226892	380.5900079	383.3302384	413.4175226	405.3449884	467.0829703	425.6297979	451.9778715	394.8642753	394.3939847	367.6600911	365.2290503	400.9672721
Lman2l	NA	300.5435648	426.899857	451.9906548	414.2309155	469.9754892	328.1708201	420.0399317	322.5060633	436.0729608	439.790463	368.2000848	365.322787	338.3306017	328.0968331	368.3352286	403.389838	393.0456985	450.1368212	441.2179076	364.3039804	317.8617502	295.0348785	386.8410538
Mcm3ap	NA	534.7333556	494.3558164	510.0526954	519.8807197	650.8907851	508.0115038	542.7788727	535.9743624	522.588438	586.3872839	567.9018257	571.4302698	561.6621319	544.5011273	550.7404734	533.1351076	551.8931829	599.261903	584.5708075	500.7836427	591.2228554	482.5849314	566.1353625
Pcnt	NA	346.4057322	330.5342008	377.8498952	398.5403505	324.4346926	371.2096162	378.217774	402.3647076	355.6747396	388.3070556	361.9594054	308.6159663	362.4970732	352.9173973	318.9888822	384.5177988	364.5346116	361.7664023	357.9530495	362.1546944	351.7670036	371.8097539	443.3459269
Ftcd	NA	8893.357304	7688.052052	9406.050582	9710.367648	8487.858405	7821.532638	7855.292229	8242.333533	6397.775844	7760.905511	6948.996515	6657.598849	5269.957451	5834.383874	6113.659847	8803.80629	8196.937495	8964.074365	8361.680229	7842.744688	8262.286427	8378.332479	8666.978217
Mxd1	NA	149.2959916	131.0572924	175.9726462	218.6218721	182.9366958	148.3301365	143.6500199	191.9678948	180.0221041	159.6858229	140.4152866	143.9480832	173.3319339	155.9041689	188.5735381	141.540294	183.2855589	195.1513417	170.8217191	159.0471655	140.9187093	139.2915597	199.94032
Gmcl1	NA	205.8918577	236.0958577	217.0627057	205.0233824	243.5786944	209.045581	236.3861087	172.0032338	229.8340455	217.2774311	193.4610615	198.4738723	239.9980623	225.7120058	204.4348637	209.9514362	234.1982142	240.2570763	189.7065322	221.3764601	237.3367735	217.1632191	190.1606304
Snrnp27	NA	275.1730041	245.7324233	278.697795	317.9954503	308.2634929	295.8917231	291.8459265	322.5060633	281.3937743	253.9266364	302.672951	258.4522403	292.4976384	311.8083379	295.1968937	285.439593	286.1291225	260.5086306	268.6793873	281.5564687	287.1351143	330.1319644	283.6109973
Oas1c	NA	52.69270292	60.71036341	50.91594332	26.15094164	34.36379921	60.71544448	48.18639909	49.14378108	39.32521691	37.52180537	46.80509552	26.17237877	45.83296328	46.53855789	42.29686835	35.38507351	35.63885868	23.01312992	62.66324368	51.58286449	33.90525335	36.19386985	43.46528695
Ocrl	NA	180.521297	193.694969	154.5343543	154.8135745	143.5193967	166.0067849	158.1968574	165.8602611	153.8052928	181.500826	189.3006086	226.8272827	204.1650183	175.2952347	155.9697021	113.2322352	201.6141148	156.4892834	179.4057251	214.928602	146.2164051	165.6143742	135.8290217
Calm1	NA	4173.45723	4360.545944	4090.247447	4836.878165	4534.000096	4253.923863	4173.123996	3741.070335	3827.654446	3955.496366	3705.923452	3648.865807	4631.629271	3978.271057	3966.212593	3675.329635	4038.391814	4277.680589	3939.200346	3551.695149	4190.477407	4100.875133	3934.695101
Agpat3	NA	8595.741112	7984.858274	8370.759735	6315.975424	7533.757627	8180.445456	7179.773464	7800.039503	7567.045627	7582.895086	8946.013924	8670.690983	7099.109349	6667.424061	7676.000422	7836.61428	6860.989422	7611.822851	7952.223144	7620.293585	7209.104495	7510.776386	7619.464802
Sema6b	NA	149.2959916	151.2940803	198.3042003	100.4196159	114.2090974	169.8495345	134.5582465	147.4313432	137.2013123	158.8132227	177.859363	165.7583989	146.6654825	158.2310968	124.2470508	143.8992989	117.0991071	144.5224559	165.6713155	163.3457375	149.3950226	144.7754794	155.3884008
Dpp9	NA	1314.390201	1514.868116	1363.118062	1284.534253	1383.648268	1323.44298	1349.219174	1445.134312	1337.931269	1228.620976	1619.456305	1379.502464	1294.989544	1184.406298	1429.281676	1375.299857	1372.605186	1605.395943	1473.015427	1417.45413	1412.36571	1365.495999	1408.275297
Ramp2	NA	206.8676485	201.4042215	218.8492301	173.6422525	199.1078954	262.8440761	212.7474979	216.5397854	201.8694468	197.2076282	234.0254776	213.7410933	226.6648366	183.8273037	206.1972332	188.7203921	157.8292313	159.250859	203.4409418	194.5103848	198.1338243	204.0018119	178.2076765
Lsr	NA	3061.055723	3633.948896	2890.596361	3450.878258	2894.644734	3111.858667	3303.041281	3083.772263	4243.627851	4217.276404	3522.863523	3362.060156	2986.642553	3899.931151	3724.767969	3781.484856	3324.596388	3213.553461	3178.657416	4785.385324	2957.173816	3476.805074	3505.475392
Gramd1a	NA	342.502569	416.2996348	377.8498952	407.9546895	364.8626916	391.1919144	387.3095474	411.5791665	436.0729608	304.5374436	352.5983863	312.9780294	521.6624548	414.1931652	346.3056097	422.2618772	413.4107606	364.5279779	353.6610465	427.707918	360.2433169	387.164729	435.7395016
Hpn	NA	9945.259781	8932.132674	10121.55358	8925.839399	8653.613201	8846.778245	8922.666427	9836.434932	9540.297622	9482.545557	10487.46174	10110.17182	7289.107815	8611.960138	9207.49953	9799.306358	9212.135841	9219.98037	10378.06323	9997.403924	8616.172509	9642.924356	10881.53459
Ckb	NA	81.96642677	89.62006028	70.56771092	59.62414693	80.85599814	116.0510394	61.82405921	81.39438741	78.65043382	55.84640799	52.00566169	47.98269441	173.3319339	81.44247631	53.7522702	94.36019603	68.22295804	70.88044014	72.10565027	58.03072255	63.57235004	53.74241281	88.01720607
Sp1	NA	422.5174142	414.3723217	491.29419	564.8603393	456.8363895	448.8331592	500.956715	428.4723413	548.8052493	560.2092802	425.4063126	470.0123021	559.1621521	507.270281	515.4930831	429.3388919	580.4042699	536.6661896	475.5539315	508.3061438	495.8643303	500.1334743	377.0613643
Itgb7	NA	58.54744769	45.29185842	64.31487578	37.65735595	39.4172991	64.55819413	59.09652718	76.78715794	45.44247287	43.63000625	49.92543522	42.5301155	54.99955594	41.8847021	22.91080369	51.89810782	67.20470493	32.21838188	42.06162932	74.1503677	57.21511504	34.00030198	96.71026346
Myg1	NA	317.1320083	322.8249483	314.4282816	316.9494126	328.4774925	283.5949242	320.0304241	356.2924128	285.7632429	324.6072465	306.833404	319.5211241	291.6643118	306.3788395	311.0582194	337.3377008	275.9465915	289.0449117	326.1922274	365.3786235	303.0282019	287.3573909	334.6827095
Rarg	NA	234.1897908	222.6046658	230.4616382	188.2867798	170.8082961	226.7222294	211.8383205	281.040998	240.32077	177.1378254	210.1028732	163.5773673	220.8315504	209.4235105	183.2864295	205.2334264	165.9752561	152.8071826	200.0073394	189.1371698	171.6453451	198.5178922	207.5467452
Pfdn5	NA	783.5600083	742.9792094	783.3909175	876.5795636	750.9500828	798.5233774	687.33807	829.3013057	831.0729173	783.5949122	852.8928517	775.356721	749.9939446	790.3798415	792.1850969	728.9325143	792.2009157	719.8507038	806.8965625	722.1601028	661.1524404	749.1034275	879.0854285
Efnb2	NA	88.79696233	101.183939	97.36557583	86.82112623	69.7382984	119.1252392	107.2829263	76.78715794	91.75883945	131.7626189	90.48985134	115.5946729	149.9987889	152.8015984	103.9798014	103.7962156	96.73404498	114.1451244	105.5832736	124.6585892	182.2407368	105.2912578	83.67067737
Rrp15	NA	177.5939247	172.4945246	150.0680435	161.0898005	139.4765968	135.2647877	140.0133106	179.6819496	147.6880368	150.9598216	175.7791365	191.9307776	137.4988898	179.1734479	140.1083764	136.8222842	151.7197126	146.3635063	179.4057251	200.9582429	133.5019351	174.3886457	181.467573
Rnd2	NA	201.9886945	218.7500396	230.4616382	135.9848965	173.840396	239.7875782	184.5630003	155.110059	258.6725379	212.9144305	199.7017409	185.3876829	190.8317926	212.526081	194.7418314	252.4135244	192.4498368	228.2902488	176.8305233	191.2864558	209.7887551	238.0021139	194.5071591
Srr	NA	2699.037339	2663.546738	3305.963267	3298.156759	3665.808816	2809.049994	3052.108335	2841.124844	2785.099251	2906.631016	2734.457692	2914.948685	2842.47705	3021.12805	3242.759907	2693.983597	3246.190899	3255.897621	2966.632468	2432.991775	3113.985613	2764.9923	2880.661892
