#mpa_vOct22_CHOCOPhlAnSGB_202212																			
clade_name	ETV364_1_filtered.fastqd_metagenome	ETV364_12_filtered.fastqd_metagenome	ETV364_15_filtered.fastqd_metagenome	ETV364_16_filtered.fastqd_metagenome	ETV364_17_filtered.fastqd_metagenome	ETV364_20_filtered.fastqd_metagenome	ETV364_21_filtered.fastqd_metagenome	ETV364_29_filtered.fastqd_metagenome	ETV364_3_filtered.fastqd_metagenome	ETV364_30_filtered.fastqd_metagenome	ETV364_32_filtered.fastqd_metagenome	ETV364_33_filtered.fastqd_metagenome	ETV364_35_filtered.fastqd_metagenome	ETV364_36_filtered.fastqd_metagenome	ETV364_37_filtered.fastqd_metagenome	ETV364_38_filtered.fastqd_metagenome	ETV364_50_filtered.fastqd_metagenome	ETV364_7_filtered.fastqd_metagenome	ETV364_8_filtered.fastqd_metagenome
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB29001|s__GGB29001_SGB41717|t__SGB41717	0	0.0014	0.03954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41508|t__SGB41508	0	0.00101	0	0.00342	0	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74408|s__GGB74408_SGB43542|t__SGB43542	0	0.00073	0.00267	0	0	0	0	0.00042	0	0	0.00084	0	0	0	0	0.00215	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28963|s__GGB28963_SGB41672|t__SGB41672	0	0.0005	0.00636	0.00208	0.00356	0.00181	0	0.00137	0.01458	0.00221	0.00073	0.00081	0.0001	0.00486	0	0.00816	0.00275	0	0.00099
k__Bacteria|p__Firmicutes|c__CFGB9589	0	0	3.99415	0	1.51416	2.4631	0.18254	0.9363	1.16454	0	0	1.45436	0	2.29634	0	2.363	0	0.00032	1.43035
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	0	0	1.07811	0	0	16.97788	0.33868	2.00566	0	0	0	1.27814	2.10982	1.79085	0.50869	2.60584	0	0.41314	2.58482
k__Bacteria|p__Firmicutes|c__CFGB9633	0	0	0.0373	0	0.11426	0.13049	0.03169	0.03144	0.01359	0	0	0.02446	0	0.12075	0	0.05918	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875	0	0	0.02417	0	0.05814	0.00879	0	0.03865	0	0	0.0002	0.01912	0	0	0	0.04029	0	0.00426	0.03045
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589	0	0	3.99415	0	1.51416	2.4631	0.18254	0.9363	1.16454	0	0	1.45436	0	2.29634	0	2.363	0	0.00032	1.43035
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	0	0	1.07811	0	0	16.97788	0.33868	2.00566	0	0	0	1.27814	2.10982	1.79085	0.50869	2.60584	0	0.41314	2.58482
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	0	0	0.0373	0	0.11426	0.13049	0.03169	0.03144	0.01359	0	0	0.02446	0	0.12075	0	0.05918	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875	0	0	0.02417	0	0.05814	0.00879	0	0.03865	0	0	0.0002	0.01912	0	0	0	0.04029	0	0.00426	0.03045
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589	0	0	3.99415	0	1.51416	2.4631	0.18254	0.9363	1.16454	0	0	1.45436	0	2.29634	0	2.363	0	0.00032	1.43035
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	0	0	1.07811	0	0	16.97788	0.33868	2.00566	0	0	0	1.27814	2.10982	1.79085	0.50869	2.60584	0	0.41314	2.58482
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0	0	0.12554	0	0	0	0	0	0	0	0	0	0.33667	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633	0	0	0.0373	0	0.11426	0.13049	0.03169	0.03144	0.01359	0	0	0.02446	0	0.12075	0	0.05918	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875|f__FGB48875	0	0	0.02417	0	0.05814	0.00879	0	0.03865	0	0	0.0002	0.01912	0	0	0	0.04029	0	0.00426	0.03045
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829	0	0	3.99415	0	1.51416	2.4631	0.18254	0.9363	1.16454	0	0	1.45436	0	2.29634	0	2.363	0	0.00032	1.43035
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__GGB28818	0	0	1.07811	0	0	16.97788	0.33868	2.00566	0	0	0	1.27814	2.10982	1.79085	0.50869	2.60584	0	0.41314	2.58482
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28778	0	0	0.49703	0	0	0	0	0.33095	0.20585	0	0	0.25891	0.23605	0.19326	0.08652	0.32942	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB20145	0	0	0.3162	0	0.4769	0.49237	0.73869	0.25577	0.10124	0.00485	0.01172	0.46731	0.08407	0.0791	0	0.12483	0	0	1.08788
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__GGB42949	0	0	0.29254	0	0	0.5135	0	0.05111	0	0	0	0.14633	0	0.0512	0	0	0	0	0.02771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30451	0	0	0.24522	0	0	0	0	0.13432	0.45087	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0	0	0.18712	0.02887	0.00673	0.01718	0	0	0	0	0.02078	0.04156	0.0265	0.01279	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145	0	0	0.14348	0	0.0675	0.15272	0.02046	0.04429	0.07481	0	0	0.01681	0	0.06437	0	0.02365	0	0	0.04837
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter	0	0	0.12554	0	0	0	0	0	0	0	0	0	0.33667	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468	0	0	0.05656	0	0.17016	0	0	0.019	0.0095	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836	0	0	0.04512	0.32729	0.04453	0	0.00894	1.14895	0.97328	0.03295	0.07039	0.04221	0	0.74787	0.44313	0.43711	0	0.19221	0.11506
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883	0	0	0.0373	0	0.11426	0.13049	0.03169	0.03144	0.01359	0	0	0.02446	0	0.12075	0	0.05918	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena	0	0	0.03415	0	0	0	0	0	5.00476	0	0	0	0	0	0.03861	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875|f__FGB48875|g__GGB28776	0	0	0.02417	0	0.05814	0.00879	0	0.03865	0	0	0.0002	0.01912	0	0	0	0.04029	0	0.00426	0.03045
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75314	0	0	0.00251	0	0	0	0	0.00144	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829|s__GGB28829_SGB41485	0	0	3.99415	0	1.51416	2.4631	0.18254	0.9363	1.16454	0	0	1.45436	0	2.29634	0	2.363	0	0.00032	1.43035
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__GGB28818|s__GGB28818_SGB41473	0	0	1.07811	0	0	16.97788	0.33868	2.00566	0	0	0	1.27814	2.10982	1.79085	0.50869	2.60584	0	0.41314	2.58482
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28778|s__GGB28778_SGB41431	0	0	0.49703	0	0	0	0	0.33095	0.20585	0	0	0.25891	0.23605	0.19326	0.08652	0.32942	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB20145|s__GGB20145_SGB41586	0	0	0.3162	0	0.4769	0.49237	0.73869	0.25577	0.10124	0.00485	0.01172	0.46731	0.08407	0.0791	0	0.12483	0	0	1.08788
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__GGB42949|s__GGB42949_SGB43520	0	0	0.29254	0	0	0.5135	0	0.05111	0	0	0	0.14633	0	0.0512	0	0	0	0	0.02771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30451|s__GGB30451_SGB43508	0	0	0.24522	0	0	0	0	0.13432	0.45087	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB45231	0	0	0.18712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145|s__GGB30145_SGB43072	0	0	0.14348	0	0.0675	0.15272	0.02046	0.04429	0.07481	0	0	0.01681	0	0.06437	0	0.02365	0	0	0.04837
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter|s__Parvibacter_caecicola	0	0	0.12554	0	0	0	0	0	0	0	0	0	0.33667	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0	0	0.06113	0	0.08929	0.01124	0.01002	0.01342	0.06509	0	0	0.01135	0	0.02437	0	0.00989	0	0.0026	0.00707
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468|s__GGB30468_SGB43552	0	0	0.05656	0	0.17016	0	0	0.019	0.0095	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836|s__GGB28836_SGB41496	0	0	0.04512	0.32729	0.04453	0	0.00894	1.14895	0.97328	0.03295	0.07039	0.04221	0	0.74787	0.44313	0.43711	0	0.19221	0.11506
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883|s__GGB28883_SGB41564	0	0	0.0373	0	0.11426	0.13049	0.03169	0.03144	0.01359	0	0	0.02446	0	0.12075	0	0.05918	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_SGB42494	0	0	0.03415	0	0	0	0	0	5.00476	0	0	0	0	0	0.03861	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875|f__FGB48875|g__GGB28776|s__GGB28776_SGB41429	0	0	0.02417	0	0.05814	0.00879	0	0.03865	0	0	0.0002	0.01912	0	0	0	0.04029	0	0.00426	0.03045
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75314|s__GGB75314_SGB102498	0	0	0.00251	0	0	0	0	0.00144	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD329	0	0	0.00152	0	0.00134	0.00391	0	0.00533	0.00197	0	0.0025	0.0058	0.00125	0.00495	0	0.0058	0	0	0.007
k__Bacteria|p__Firmicutes|c__CFGB9589|o__OFGB9589|f__FGB9589|g__GGB28829|s__GGB28829_SGB41485|t__SGB41485	0	0	3.99415	0	1.51416	2.4631	0.18254	0.9363	1.16454	0	0	1.45436	0	2.29634	0	2.363	0	0.00032	1.43035
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae|g__GGB28818|s__GGB28818_SGB41473|t__SGB41473	0	0	1.07811	0	0	16.97788	0.33868	2.00566	0	0	0	1.27814	2.10982	1.79085	0.50869	2.60584	0	0.41314	2.58482
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28778|s__GGB28778_SGB41431|t__SGB41431	0	0	0.49703	0	0	0	0	0.33095	0.20585	0	0	0.25891	0.23605	0.19326	0.08652	0.32942	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB20145|s__GGB20145_SGB41586|t__SGB41586	0	0	0.3162	0	0.4769	0.49237	0.73869	0.25577	0.10124	0.00485	0.01172	0.46731	0.08407	0.0791	0	0.12483	0	0	1.08788
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__GGB42949|s__GGB42949_SGB43520|t__SGB43520	0	0	0.29254	0	0	0.5135	0	0.05111	0	0	0	0.14633	0	0.0512	0	0	0	0	0.02771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30451|s__GGB30451_SGB43508|t__SGB43508	0	0	0.24522	0	0	0	0	0.13432	0.45087	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41412	0	0	0.22194	0.00669	0.2064	0.531	0.00199	0.11611	0.00162	0	0	0.19115	0	0.07168	0.00787	0.11041	0	0	0.08272
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB45231|t__SGB45231	0	0	0.18712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145|s__GGB30145_SGB43072|t__SGB43072	0	0	0.14348	0	0.0675	0.15272	0.02046	0.04429	0.07481	0	0	0.01681	0	0.06437	0	0.02365	0	0	0.04837
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter|s__Parvibacter_caecicola|t__SGB33555	0	0	0.12554	0	0	0	0	0	0	0	0	0	0.33667	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__SGB82507	0	0	0.06113	0	0.08929	0.01124	0.01002	0.01342	0.06509	0	0	0.01135	0	0.02437	0	0.00989	0	0.0026	0.00707
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468|s__GGB30468_SGB43552|t__SGB43552	0	0	0.05656	0	0.17016	0	0	0.019	0.0095	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28836|s__GGB28836_SGB41496|t__SGB41496	0	0	0.04512	0.32729	0.04453	0	0.00894	1.14895	0.97328	0.03295	0.07039	0.04221	0	0.74787	0.44313	0.43711	0	0.19221	0.11506
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883|s__GGB28883_SGB41564|t__SGB41564	0	0	0.0373	0	0.11426	0.13049	0.03169	0.03144	0.01359	0	0	0.02446	0	0.12075	0	0.05918	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_SGB42494|t__SGB42494	0	0	0.03415	0	0	0	0	0	5.00476	0	0	0	0	0	0.03861	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB48875|o__OFGB48875|f__FGB48875|g__GGB28776|s__GGB28776_SGB41429|t__SGB41429	0	0	0.02417	0	0.05814	0.00879	0	0.03865	0	0	0.0002	0.01912	0	0	0	0.04029	0	0.00426	0.03045
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75314|s__GGB75314_SGB102498|t__SGB102498	0	0	0.00251	0	0	0	0	0.00144	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD329|t__SGB42354	0	0	0.00152	0	0.00134	0.00391	0	0.00533	0.00197	0	0.0025	0.0058	0.00125	0.00495	0	0.0058	0	0	0.007
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB8157	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0.08278	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB8157|o__OFGB8157	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0.08278	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	0	0	0	0.01792	0	0	0	0	0	0.02791	0.02745	0	0	0	0.00233	0	0.00103	6e-05	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB8157|o__OFGB8157|f__FGB8157	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0.08278	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798	0	0	0	0.59708	0	0	0	0	0	0	0	0	0	0	0.6611	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB30087	0	0	0	0.10382	0	0	0	0	0	0.23189	0	0	0	0	0.10387	0	0.08613	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Zoogloea	0	0	0	0.01792	0	0	0	0	0	0.02791	0.02745	0	0	0	0.00233	0	0.00103	6e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter	0	0	0	0.01496	0	0	0	0.00189	0	0.01978	0.00458	0	0.0012	0.01329	0.00445	0.06732	0.03099	0.00735	0.01047
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28898	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0.08278	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0	0	0	0.00176	0	0	0.02071	0	0.00216	0	0	0	0	0	0	0	0	0.00012	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798|s__GGB28798_SGB41451	0	0	0	0.59708	0	0	0	0	0	0	0	0	0	0	0.6611	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB30087|s__GGB30087_SGB65084	0	0	0	0.10382	0	0	0	0	0	0.23189	0	0	0	0	0.10387	0	0.08613	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_0_1xD8_82	0	0	0	0.03709	0	0	0	0	0	0.00286	0.00072	0	0	0	0.00576	0	0	0.00648	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_danieliae	0	0	0	0.02887	0.00673	0.01718	0	0	0	0	0.02078	0.04156	0.0265	0.01279	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Zoogloea|s__Zoogloea_SGB41465	0	0	0	0.01792	0	0	0	0	0	0.02791	0.02745	0	0	0	0.00233	0	0.00103	6e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4	0	0	0	0.01496	0	0	0	0.00189	0	0.01978	0.00458	0	0.0012	0.01329	0.00445	0.06732	0.03099	0.00735	0.01047
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28898|s__GGB28898_SGB41580	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0.08278	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus	0	0	0	0.00176	0	0	0.02071	0	0.00216	0	0	0	0	0	0	0	0	0.00012	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798|s__GGB28798_SGB41451|t__SGB41451	0	0	0	0.59708	0	0	0	0	0	0	0	0	0	0	0.6611	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB30087|s__GGB30087_SGB65084|t__SGB65084	0	0	0	0.10382	0	0	0	0	0	0.23189	0	0	0	0	0.10387	0	0.08613	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_0_1xD8_82|t__SGB29425	0	0	0	0.03709	0	0	0	0	0	0.00286	0.00072	0	0	0	0.00576	0	0	0.00648	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_danieliae|t__SGB82603	0	0	0	0.02887	0.00673	0.01718	0	0	0	0	0.02078	0.04156	0.0265	0.01279	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Zoogloea|s__Zoogloea_SGB41465|t__SGB41465	0	0	0	0.01792	0	0	0	0	0	0.02791	0.02745	0	0	0	0.00233	0	0.00103	6e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4|t__SGB43257	0	0	0	0.01496	0	0	0	0.00189	0	0.01978	0.00458	0	0.0012	0.01329	0.00445	0.06732	0.03099	0.00735	0.01047
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28898|s__GGB28898_SGB41580|t__SGB41580	0	0	0	0.00992	0	0	0	0	0	0	0	0	0	0	0	0	0.08278	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB7847	0	0	0	0.00176	0	0	0.02071	0	0.00216	0	0	0	0	0	0	0	0	0.00012	0
k__Bacteria|p__Firmicutes|c__CFGB76234	0	0	0	0	0.01404	0.00654	0	0	0	0	0	0	0	0	0	0.00015	0.0151	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234	0	0	0	0	0.01404	0.00654	0	0	0	0	0	0	0	0	0	0.00015	0.0151	0	0
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234|f__FGB76234	0	0	0	0	0.01404	0.00654	0	0	0	0	0	0	0	0	0	0.00015	0.0151	0	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79776	0	0	0	0	0.31077	0	0	0.69494	0	0.54967	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens	0	0	0	0	0.03735	0.57297	0.39588	0.07916	0.5676	0	0	0.06771	0	0.5271	0	0.08835	0	0	0.58863
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234|f__FGB76234|g__GGB28950	0	0	0	0	0.01404	0.00654	0	0	0	0	0	0	0	0	0	0.00015	0.0151	0	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79776|s__GGB79776_SGB41413	0	0	0	0	0.31077	0	0	0.69494	0	0.54967	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens|s__Sporofaciens_musculi	0	0	0	0	0.03735	0.57297	0.39588	0.07916	0.5676	0	0	0.06771	0	0.5271	0	0.08835	0	0	0.58863
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234|f__FGB76234|g__GGB28950|s__GGB28950_SGB41657	0	0	0	0	0.01404	0.00654	0	0	0	0	0	0	0	0	0	0.00015	0.0151	0	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79776|s__GGB79776_SGB41413|t__SGB41413	0	0	0	0	0.31077	0	0	0.69494	0	0.54967	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens|s__Sporofaciens_musculi|t__SGB41410	0	0	0	0	0.03735	0.57297	0.39588	0.07916	0.5676	0	0	0.06771	0	0.5271	0	0.08835	0	0	0.58863
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234|f__FGB76234|g__GGB28950|s__GGB28950_SGB41657|t__SGB41657	0	0	0	0	0.01404	0.00654	0	0	0	0	0	0	0	0	0	0.00015	0.0151	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_culturomicium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_culturomicium|t__SGB6231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42598	0	0	0	0	0	0.18373	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42598|s__GGB42598_SGB59794	0	0	0	0	0	0.18373	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42598|s__GGB42598_SGB59794|t__SGB59794	0	0	0	0	0	0.18373	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41475	0	0	0	0	0	0.12529	0	0	0	0	0	0	0.06192	0.17528	0	0	0	0	0
