#mpa_vOct22_CHOCOPhlAnSGB_202212																			
clade_name	ETV364_1_filtered.fastqd_metagenome	ETV364_12_filtered.fastqd_metagenome	ETV364_15_filtered.fastqd_metagenome	ETV364_16_filtered.fastqd_metagenome	ETV364_17_filtered.fastqd_metagenome	ETV364_20_filtered.fastqd_metagenome	ETV364_21_filtered.fastqd_metagenome	ETV364_29_filtered.fastqd_metagenome	ETV364_3_filtered.fastqd_metagenome	ETV364_30_filtered.fastqd_metagenome	ETV364_32_filtered.fastqd_metagenome	ETV364_33_filtered.fastqd_metagenome	ETV364_35_filtered.fastqd_metagenome	ETV364_36_filtered.fastqd_metagenome	ETV364_37_filtered.fastqd_metagenome	ETV364_38_filtered.fastqd_metagenome	ETV364_50_filtered.fastqd_metagenome	ETV364_7_filtered.fastqd_metagenome	ETV364_8_filtered.fastqd_metagenome
k__Bacteria|p__Bacteria_unclassified|c__CFGB76313|o__OFGB76313|f__FGB76313|g__GGB28927|s__GGB28927_SGB41625	0.02698	0.04324	0.02162	0	0	0	0	0	0	0.09417	0.0431	0	0.04027	0.03258	0.04318	0.00612	0.14543	0.05687	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_sp_1XD21_10	0.02533	0.05273	0.0188	0.13817	0	0.05483	0.02804	0.24811	0.08596	0.1921	0.1182	0.07093	0.10073	0.16124	0.06601	0.35235	0.08759	0.09743	0.18014
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317	0.02408	0.07135	0.09514	0.04275	0.04329	0.04806	0.17514	0.19091	0.1604	0	0.07749	0.122	0.07971	0.09225	0.07182	0.02566	0.02991	0.0352	0.09273
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30295|s__GGB30295_SGB43259	0.02256	0.01445	0.91495	0	0.37236	0.03615	0	0	0.10115	0	0.01245	0.44182	0.17457	0.00189	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB43541	0.02226	0.05687	0	0.04306	0	0.00373	0	0.01972	0.00139	0.02423	0.11078	0.01684	0.41933	0.00884	0.0202	0.03863	0.00102	0.03143	0.03451
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30297|s__GGB30297_SGB43261	0.02076	0	0	0	0	0	0	0	0	0	0	0	0.01569	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28869|s__GGB28869_SGB41543	0.02057	0.02808	0.10187	0.01	0.01649	0.05367	0.06555	0.04862	0.03582	0.0326	0.01159	0.0418	0.01503	0.10593	0.05179	0.11651	0.0038	0.00018	0.04897
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB102200	0.02023	0.01812	0.06341	0.00399	0.00653	0.00233	0.00812	0.01404	0.04495	0.00456	0.26389	0	0.12034	0.00482	0	0.01006	0.01029	0	0.00212
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB102314	0.01613	0.03738	0.01078	0.01849	0.01506	0.00491	0.01725	0.03122	0.00797	0.01289	0.01136	0.02264	0.01135	0.01845	0.00753	0.01085	0.00882	0.00428	0.01997
k__Bacteria|p__Firmicutes|c__CFGB75900|o__OFGB75900|f__FGB75900|g__GGB45977|s__GGB45977_SGB41021	0.01454	0.01477	0	0.02209	0	0	0.04294	0.00835	0	0.01594	0.0212	0	0	0	0	0.03485	0.03379	0.00601	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43505	0.01425	0.25382	0.2888	0.82249	0.03845	0	0.00752	0.10795	0.00777	0.1918	0.41311	0.0554	0.01181	0	0.02955	0.01941	0.53694	0.03652	0.0167
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__GGB31173|s__GGB31173_SGB44464	0.01114	0	0.00024	0	0.00684	0.00028	0.00919	0.00439	0.01213	0.00169	0	0.01552	0.00067	0.00451	0	0.01344	0	0	0.00668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28632|s__GGB28632_SGB41253	0.01096	0.00033	0.73393	0.00237	1.11097	0.18323	0.30104	0.55178	1.02209	0.02269	0.01319	0.19197	0	0.32441	0	0.28373	0	0.03126	0.11149
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053|s__GGB75053_SGB43494	0.00808	0.04733	0.00534	0.04535	0	0	0.00986	0.02099	0.0208	0.02084	0.19129	0	0.30485	0.00041	0.00046	0.02385	0.08993	0	0.0004
k__Bacteria|p__Firmicutes|c__CFGB76084|o__OFGB76084|f__FGB76084|g__GGB28645|s__GGB28645_SGB41268	0.00641	0.0094	0.00899	0.00983	0.00922	0.0032	0	0.03366	0.00312	0.0106	0.09105	0.00671	0.00958	0.00057	0.00129	0.01879	0.00283	0.00675	0.01399
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30303|s__GGB30303_SGB43268	0.00633	0.00179	0	0.00141	0	0.00154	0	0	0	0.00746	0	0	0.01122	0	0	0	0.01697	0	0
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308|f__FGB76308|g__GGB28881|s__GGB28881_SGB41561	0.00551	0	0	0.00426	0	0	0	0	0	0.00229	0	0	0	0	0.00849	0	0.00432	0	0
k__Bacteria|p__Tenericutes|c__CFGB1791|o__OFGB1791|f__FGB1791|g__GGB31312|s__GGB31312_SGB44628	0.00527	0.00542	0	0.00222	0	0	0	0.00249	0	0.02262	0.05013	0	0.56115	0	0.00756	0.00742	0.05256	0.00242	0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036|s__GGB75036_SGB102224	0.0051	0.00579	0	0.04395	0	0.00707	0	0	0.01034	0.22876	0.07013	0	0.00698	0	0.03205	0.01362	0.01203	0.12541	0.00667
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28418|s__GGB28418_SGB41001	0.00427	0.00202	0	0	0	0	0.00477	0	0	0	0	0	0	0	0.0293	0	0.03241	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_sp_P55	0.00229	1.23934	0.11486	0.07277	0.00174	0	0.05257	0.07984	0.18082	0.43948	0	0	0	0.52959	0	0	0	0.48036	0.31614
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB94868	0.00137	0.00032	0.23413	0.10243	0.049	0.0134	0	0.03799	0.01971	0.00639	0.07682	0.00051	0.01948	0.02773	0	0.02853	0.00275	0	0.02807
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB42601|s__GGB42601_SGB59797	0.00127	0.00168	0	0.00536	0	0	0.00378	0.00238	0.00079	0.00326	0.00621	0.00225	0.00212	7e-05	0	0	0	0.00185	0.00017
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79680|s__GGB79680_SGB94989	0.00097	0.00638	0	0.05431	0	0.00059	0	0	0	0.0176	0.0028	0	0.00529	0	0.0689	0	0.01383	0	0
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28949|s__GGB28949_SGB41655	0.00085	0.01276	0	0	0	0	0	0	0.09827	0	0	0	0	0.04707	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB27929|s__GGB27929_SGB41624	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB49426|o__OFGB49426|f__FGB49426|g__GGB28888|s__GGB28888_SGB41569	0.0006	0.05829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris	0.0005	0.03811	0.34206	0	0.97802	0	0	0	0.08685	0	0	0	0	0	0	0	0	0.01352	0.86462
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium|t__SGB4047	20.82645	30.48132	23.82151	35.62225	0.58759	22.66489	11.94915	6.5113	12.36893	14.35403	16.68069	16.37048	12.20498	19.56901	24.81575	7.32532	12.46197	34.0153	7.91101
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4|t__SGB7272	9.87867	9.18382	4.58472	0	2.60766	3.10972	0.13915	11.91482	13.75321	15.35838	0.15535	0.0583	7.97019	9.97306	0.10709	11.04708	6.92672	5.59281	3.25906
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	9.11885	6.55159	0.39657	4.86489	0	0.83331	0.44475	0	0.29986	3.31534	1.9637	0	0.98339	1.33633	7.83761	0.34883	3.32929	5.60851	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp_CU968|t__SGB27763	5.79162	3.01274	6.23234	5.47559	9.20704	5.3094	6.5464	6.56286	11.10485	5.25207	6.55844	7.53163	8.75957	8.94946	6.48642	9.57909	9.38058	4.67139	11.17705
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_SGB40959|t__SGB40959	3.53862	3.42183	3.67928	0	0	0	0	0	2.94494	1.40825	8.7867	0	6.30501	0	0	0	7.18796	1.44085	0
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328|g__GGB1559|s__GGB1559_SGB43521|t__SGB43521	3.47919	2.44401	0	0.50577	7.03094	3.52537	0	4.13695	4.69419	1.37738	1.39337	5.37816	0.79518	5.29442	0.5634	2.40396	0.72605	0.79207	6.46428
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella|s__Dubosiella_newyorkensis|t__SGB6789	3.40573	5.20337	0.2584	0.01411	0	1.50604	0.4375	0.30211	0	1.10239	0.22588	0.29079	1.40035	0.83741	4.62046	0	0	3.21733	0.3912
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB20149|s__GGB20149_SGB29430|t__SGB29430	2.37435	4.67907	0.30351	3.53178	3.27431	0.18053	2.14439	0.7531	0.03563	5.11325	4.61052	0.27027	5.00691	0.12418	3.54371	1.01692	6.18731	2.64537	2.22331
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__SGB9226	2.33589	4.88274	10.94769	3.46315	16.11876	7.37858	28.26554	19.04557	19.41921	2.25234	5.84314	14.36489	6.49325	14.09435	4.77709	12.88847	3.46196	10.36514	21.84131
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28864|s__GGB28864_SGB41535|t__SGB41535	2.31979	0.21406	0.4009	0.0929	3.80243	0.44027	0.72034	1.2246	0.28739	0.78179	0.59044	0.01148	0.43906	0.76761	1.48427	0	0.72354	0.33681	0.03705
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB28821|s__GGB28821_SGB41477|t__SGB41477	2.25465	0	0	3.74189	0	0	0.00445	0	0	4.93315	1.49306	0	1.8665	0	3.55853	0	4.30919	1.65897	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41609	2.19737	0.19601	0.02595	2.82815	0.0801	0.57031	0.00888	0.28484	0.05629	0.2282	2.12641	0.01363	0.39823	0.53443	0.80522	0.57204	2.19634	0.96822	0.08237
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28870|s__GGB28870_SGB41549|t__SGB41549	2.12127	0.01807	0.07139	0	0	0	0.63639	1.40435	0	0.14297	0	0.5454	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB28904|s__GGB28904_SGB41597|t__SGB41597	2.10215	0.19638	0.3018	2.37385	1.0785	0.10879	0.79921	0.25368	0.32294	0.37865	0.5779	0.47523	0.69168	0.83908	0.27386	0.18897	0.84715	0.89369	0.57338
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9819|s__GGB9819_SGB40890|t__SGB40890	1.87804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB41545|t__SGB41545	1.72183	0.91889	4.81079	0.70017	4.14387	1.74405	3.30715	3.57015	3.59636	0.34523	1.35739	4.11592	0.01973	1.99222	0.03447	2.9812	0.82261	0	3.07485
k__Bacteria|p__Bacteroidetes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28403|s__GGB28403_SGB40190|t__SGB40190	1.65167	0	0	0	0	0	0	1.20317	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB75087|s__GGB75087_SGB102254|t__SGB102254	1.50624	0	0	0	0	0	0	0	1.19773	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified|s__Atopobiaceae_bacterium_FL090493|t__SGB33580	1.21959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43514|t__SGB43514	1.15176	0.18649	1.12208	3.2244	0.35868	0.01449	0	0.36822	0.04908	0.99635	0.94435	0.10305	1.79911	0.02918	1.34941	0.34669	2.87093	2.42919	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB43546|t__SGB43546	1.14507	0.21441	1.90961	1.38847	6.4124	0.41652	3.39722	2.1402	0.93393	0.61265	0.3457	3.68137	0.30865	0.95297	0.8034	0.33626	0.83101	0.45785	1.98825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45535|s__GGB45535_SGB63214|t__SGB63214	1.14165	2.85229	1.55122	0	0	0.05988	0.28605	1.10255	0.53281	0.01909	1.9009	0.34709	1.84388	0.22572	0	0.24328	0	0.6167	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB7271	0.87531	0.0404	0.00735	0.425	0.01406	0.29492	0.17507	0.14732	0.02847	0.23501	0.08576	0.0029	0.08297	0.02521	1.1746	0.01953	0.49563	0.03858	0.00648
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB41239|t__SGB41239	0.87071	0.42202	0.34707	0.49408	0.71869	0.40309	0.2672	0.40462	0.6859	0.50954	0.41019	0.44566	0.79983	0.22096	0.63987	0.57632	0.68223	0.40065	0.46621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43533|t__SGB43533	0.86276	0	0	0	0	0	0.01027	0.02721	0	0	0	0	0	0	0.04347	0.18423	0.68553	0.16011	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__GGB79594|s__GGB79594_SGB41414|t__SGB41414	0.80334	0.07908	1.35244	0.05317	0.74838	0.08332	0.77763	0.47348	0.43188	0.36026	0.37559	0.39788	0.02553	0.19351	0.67137	0.46596	0.35973	0.40017	0.19446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41453	0.77292	0.70566	4.70114	0	7.39188	0	4.90602	0.13102	0	1.20749	4.40917	3.86475	1.04331	3.27271	0	0	0.95289	1.63431	4.50645
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii|t__SGB7041	0.71181	5.54371	0.03262	1.60763	0.02768	0.01438	0.0145	0.05089	0.03277	8.24458	0.09875	0.05472	0.0519	1.0437	6.93802	0.09889	0.05878	0.26212	0.01844
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB41511|t__SGB41511	0.68214	0.00668	0.04262	0	0.64405	2.63463	0.25495	0.03655	0.14569	4.99953	4.03255	0.04941	2.66009	0.24875	7.37756	0.50396	2.188	2.32636	0.05744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB30455|s__GGB30455_SGB43519|t__SGB43519	0.59412	0.4584	0.13474	1.90853	0.50637	0.10221	0.10955	0.10341	0.05999	0.85732	0.72715	0.03182	0.42506	0.13023	0.29995	0.3858	0.75385	0.87128	0.03332
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_reuteri|t__SGB102330	0.58515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43267|t__SGB43267	0.51957	0.26884	0	0.71734	0	0	0	0	0	0.59204	0.09023	0	0.03501	0	0.57835	0	0.43411	0.5422	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28763|s__GGB28763_SGB41411|t__SGB41411	0.47207	0	2.02616	0.63846	0.86709	0.7859	0.37805	0.13487	1.99885	0.02368	0.44662	0.86339	0.49581	0.76989	0.08401	0.82285	0.2656	0.38034	0.76165
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB62427|s__GGB62427_SGB41546|t__SGB41546	0.45479	0.04355	0.32527	0.73456	0.37477	0.19258	0.88603	0.5122	0.16028	0.05317	0.28299	0.43671	1.17772	0.49117	0.32572	1.08044	0.94004	0.92058	0.58191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41420	0.41395	0.00825	0.00781	0.01231	0.00085	0.00544	0.05017	0.06542	0.02201	0.15662	0.12729	0.0212	0.21716	0.01001	0.01127	0.01268	0.01117	0.31751	0.02046
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CU971|t__SGB43504	0.41009	0.10215	0.10412	0.01653	0.10181	0.15777	0.16271	0.03085	0.11125	0.03049	0.05437	0.03875	0.02739	0.145	0.32537	0.20385	0	0.24422	0.13128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42644|s__GGB42644_SGB59842|t__SGB59842	0.40772	0.11991	0.13136	0.24125	0.09238	0.52783	0.00044	0.33697	0.24813	0.37473	0.08673	0.13573	0.3944	0.56672	0.18846	0.34899	0.28284	0.10855	0.67677
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_cocleatum|t__SGB6748	0.3834	0.94714	0.83307	1.39258	3.77411	0.75724	2.36624	1.85148	1.28792	1.05784	1.65098	1.44375	1.8407	0.88939	0.84495	2.61258	1.17703	1.88908	1.31619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB5207|s__GGB5207_SGB43496|t__SGB43496	0.37804	0.02608	0.00668	0.07064	0	0	0.11361	0.02663	0	0.40685	0.43269	0	0.13151	0.0175	0.69285	0.00365	0.55167	0.4727	0
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28991|s__GGB28991_SGB41705|t__SGB41705	0.36209	0.11264	0.01312	0	0	0	0	0	0.09211	0.00266	0	0	0.19634	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis|t__SGB24891	0.35525	1.15449	0.8612	0.53932	0	0.76629	0.87972	1.67178	0.72153	0.46734	1.25446	1.93288	1.89704	0.33917	0	2.26481	0.8604	0.243	1.11273
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395|s__GGB74395_SGB43523|t__SGB43523	0.33427	0	1.22179	0	1.18925	0	2.28045	0.03789	0.0612	0.55817	0.07537	0	0.92585	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB43537|t__SGB43537	0.3176	0.22151	1.07036	0.1556	0.98084	2.74374	0.50109	1.71481	0.98284	0	0.1712	0.50251	1.45269	0.87159	0.2097	0.7203	0.27423	0.04592	1.14145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41644	0.29872	0.05483	1.18612	0.23995	0.14872	0.47807	0.48666	0.52857	0.80141	0.43298	0.18424	0.2716	0.04203	0.52672	0.09221	0.43589	0.31322	0.28716	0.23045
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985	0.29636	0.25934	0.18378	0.34833	0.16739	0.1628	0.34985	0.46682	0.42869	0.31432	0.16922	0.38608	0.39604	0.19244	0.14362	0.37433	0.27826	0.40824	0.28953
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514|s__GGB45514_SGB63186|t__SGB63186	0.27629	0.25764	1.63766	0.41749	1.13173	0.4018	0.22912	0.5103	1.17022	0.00992	0.10431	0.96376	0.35975	0.35467	0	0.23841	0.16021	0.03124	0.59349
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984	0.25107	0.28809	0.16254	0.36099	0.20096	0.14368	0.38241	0.45481	0.45509	0.29297	0.16948	0.39039	0.35821	0.20705	0.16654	0.35899	0.25648	0.41728	0.28381
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter|s__Acutalibacter_sp_1XD8_36|t__SGB43253	0.25006	0.23372	0	0.11639	0	0.10443	0.00441	0.30661	0.16337	0.12693	0.15014	0	0.16431	0.06173	0.1243	0	0.27515	0.0805	0.097
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28980|s__GGB28980_SGB41692|t__SGB41692	0.24078	0.05323	0	0	0.32005	0.08522	0.19302	0	0	0	0	0	0	0	0	0	0.19159	0	0.01926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424|t__SGB41424	0.2139	1.37868	0	2.90775	0	0.00734	0.16591	0.01486	0	3.6883	0.56919	0.02211	0.06368	0.00769	0.50447	0.01843	2.66389	0.16369	0.01633
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB80168|s__GGB80168_SGB43527|t__SGB43527	0.20657	0.47606	0.20917	0	0.39394	0.15065	0.57502	0.08249	0.19978	0.20573	0.25418	0.16763	0.07199	0	0.33954	1.61244	0.61258	0	0
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB45624|s__GGB45624_SGB63337|t__SGB63337	0.19372	0.03998	0.08353	0.1126	0.40617	0.10174	0.08296	0.08128	0.05982	0.08146	0.12272	0.11809	0.02251	0.23338	0.0411	0.14516	0.09196	0.11122	0.04987
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__GGB30301|s__GGB30301_SGB43265|t__SGB43265	0.16988	0.02467	0.10642	0.01583	0.0763	0.03832	0.09324	0.03127	0.03692	0.04926	0.03677	0.04628	0.03226	0.01147	0.01567	0.02854	0.01203	0.02371	0.02644
k__Bacteria|p__Bacteria_unclassified|c__CFGB76138|o__OFGB76138|f__FGB76138|g__GGB79948|s__GGB79948_SGB41679|t__SGB41679	0.16844	0.09477	0.03174	0.06756	0.0274	0.08786	0.0396	0.02791	0.08374	0.12644	0.03264	0.00473	0.1413	0.11836	0.06426	0.14159	0.07997	0.09129	0.03702
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_muris|t__SGB33553	0.15809	0	0	0	0	0	0	0	0.96973	0	0.06493	0	0	0	0	0	0	0.77281	0
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43266|t__SGB43266	0.15323	0.10424	1.4628	0.129	1.64953	0.49536	3.52604	1.88736	0.78833	0.11591	0.60111	1.33404	0.76656	1.40994	0.89144	1.69671	0.62517	0.09207	1.12592
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_5_2|t__SGB7275	0.15123	0.48455	0.10158	0.30664	0.01279	0.09228	0.02422	0.03649	0	0.12962	0.38687	0.04301	0.37973	0.02543	0.37972	0.04391	0.45301	0.08714	0.04446
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB40205|t__SGB40205	0.14055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
